station#,address,lat,long,FIPS_address,FIPS_latlong,RUCA_address,RUCA_latlong,U/R/H
573,1601 S W Archer Road   Gainesville FL 32608,29.63841006,-82.34528593,12001000809,12001000902,1.0,1.0
575,2121 N. Avenue   Grand Junction CO 81501,39.077183,-108.540342,08077000700,08077000700,1.0,1.0
580,2002 Holcombe Blvd.   Houston TX 77030,29.70597484,-95.38988788,48201314001,48201314001,1.0,1.0
583,1481 W. Tenth Street   Indianapolis IN 46202,39.77981277,-86.18646119,18097391000,18097391000,1.0,1.0
586,1500 E. Woodrow Wilson Drive   Jackson MS 39216,32.32678937,-90.16847028,28049001300,28049001300,1.0,1.0
585,325 East H Street   Iron Mountain MI 49801,45.81152465,-88.06336382,26043950500,26043950500,4.0,4.0
590,100 Emancipation Drive   Hampton VA 23667,37.01530154,-76.33333105,,51650011400,,1.0
581,1540 Spring Valley Drive   Huntington WV 25704,38.38404077,-82.51771945,54099020100,54099020100,1.0,1.0
589,4801 Linwood Blvd.   Kansas City MO 64128,39.06719701,-94.52885642,29095005801,29095005801,1.0,1.0
595,1700 South Lincoln Avenue   Lebanon PA 17042,40.31380858,-76.40772467,42075003400,42075003400,1.1,1.1
596,2250 Leestown Rd.   Lexington KY 40511,38.07478814,-84.53747331,21067003702,21067003702,1.0,1.0
598,4300 West Seventh Street   Little Rock AR 72205,34.74504221,-92.32191053,05119004800,05119004800,1.0,1.0
600,5901 E. Seventh Street   Long Beach CA 90822,33.77538262,-118.1198389,,06037574700,,1.0
605,11201 Benton Street   Loma Linda CA 92357,34.05018716,-117.2522993,,06071007306,,1.1
593,6900 North Pecos Road   North Las Vegas NV 89086,36.16038335,-115.1713494,,32003000203,,1.0
603,800 Zorn Avenue   Louisville KY 40206,38.27076998,-85.69424549,21111007603,21111007603,1.0,1.0
608,718 Smyth Road   Manchester NH 03104,43.01199413,-71.43922567,33011000901,33011000901,1.1,1.1
607,2500 Overlook Terrace   Madison WI 53705,43.07514979,-89.43112079,55025003200,55025003200,1.0,1.0
612,150 Muir Rd   Martinez CA 94553,37.99474385,-122.1122439,06013321101,06013321101,1.1,1.1
613,510 Butler Ave   Martinsburg WV 25405,39.41726453,-77.91099751,54003972000,54003972000,1.0,1.0
614,1030 Jefferson Avenue   Memphis TN 38104,35.14244974,-90.02529821,47157003800,47157003800,1.0,1.0
618,One Veterans Drive   Minneapolis MN 55417,44.90191,-93.20377566,,27053980000,,1.0
620,2094 Albany Post Road   Montrose NY 10548,41.24516001,-73.9265034,,36119984000,,1.0
610,1700 E. 38th Street   Marion IN 46953,40.52366825,-85.63726682,18053000900,18053000900,4.0,4.0
619,215 Perry Hill Road   Montgomery AL 36109,32.37991081,-86.24656663,01101002700,01101002700,1.0,1.0
621,Sidney & Lamont Streets   Mountain Home TN 37684,36.311152,-82.3731329,,47179062000,,1.0
623,1011 Honor Heights Drive   Muskogee OK 74401,35.76323017,-95.41321692,40101000100,40101000100,4.0,4.0
629,1601 Perdido Street   New Orleans LA 70112,29.9536413,-90.07926252,22071013400,22071013400,1.0,1.0
626,1310 24th Avenue South   Nashville TN 37212,36.14234295,-86.80479904,47037016500,47037016500,1.0,1.0
631,421 N MAIN ST   Leeds MA 01053,42.3481155,-72.68747193,25015821700,25015821700,1.1,1.1
630,423 East 23rd Street   New York NY 10010,40.73659017,-73.97760874,36061006200,36061006200,1.0,1.0
632,79 Middleville Road Bldg 200  Northport NY 11768,40.89905079,-73.3141358,36103110803,36103110803,1.0,1.0
636,4101 Woolworth Avenue   Omaha NE 68105,41.24508585,-95.97444743,31055003800,31055003800,1.0,1.0
635,921 NE 13th Street   Oklahoma City OK 73104,35.48242044,-97.49572349,40109101500,40109101500,1.0,1.0
637,1100 Tunnel Road   Asheville NC 28805,35.58726341,-82.48584996,37021001802,37021001802,1.0,1.0
640,3801 Miranda Avenue   Palo Alto CA 94304,37.40306755,-122.1420082,06085511705,06085511705,1.1,1.1
646,University Drive C   Pittsburgh PA 15240,40.4462267,-79.96222269,,42003051000,,1.0
644,650 E. Indian School Road   Phoenix AZ 85012,33.4947299,-112.0659095,04013117100,04013110502,1.0,1.0
642,3900 Woodland Avenue   Philadelphia PA 19104,39.94974725,-75.20116487,42101036900,42101036900,1.0,1.0
648,3710 SW US Veterans Hospital Rd.   Portland OR 97239,45.49603531,-122.6843373,41051005800,41051005800,1.0,1.0
650,830 Chalkstone Avenue   Providence RI 02908,41.83389631,-71.43477641,44007002300,44007002200,1.1,1.1
654,975 Kirman Ave   Reno NV 89502,39.51585676,-119.7985783,32031000700,32031000700,1.0,1.0
652,1201 Broad Rock Boulevard   Richmond VA 23249,37.49829574,-77.47033101,,51760070900,,1.0
653,913 NW Garden Valley Blvd.   Roseburg OR 97471,43.22876363,-123.3678435,41019080000,41019080000,4.0,4.0
649,500 Highway 89 North   Prescott AZ 86313,34.54788746,-112.4495909,,04025000900,,1.0
655,1500 Weiss Street   Saginaw MI 48602,43.44365971,-83.96196117,26145010401,26145010401,1.0,1.0
657,915 North Grand   St. Louis MO 63106,38.64147597,-90.22995857,29510119300,29510119300,1.0,1.0
659,1601 Brenner Avenue   Salisbury NC 28144,35.68269047,-80.48655817,37159050500,37159050500,1.1,1.1
658,1970 Roanoke Boulevard   Salem VA 24153,37.27613028,-80.0243389,51775010300,51775010300,1.0,1.0
660,500 Foothill Blvd.   Salt Lake City UT 84148,40.75832011,-111.8385519,49035101400,49035101400,1.0,1.0
662,4150 Clement Street   San Francisco CA 94121,37.78122333,-122.5036358,06075980200,06075980200,1.0,1.0
656,4801   8th Street N.   St. Cloud MN 56303,45.56775302,-94.21778876,27145001001,27145001001,1.0,1.0
664,3350 La Jolla Village Drive   San Diego CA 92161,32.87187681,-117.2314203,,06073008305,,1.0
666,1898 Fort Road   Sheridan WY 82801,44.82737068,-106.9874884,56033000600,56033000600,5.0,5.0
663,1660 S. Columbian Way   Seattle WA 98108,47.56215891,-122.3112828,53033010001,53033010001,1.0,1.0
667,510 East Stoner Avenue   Shreveport LA 71101,32.50006472,-93.72268856,22017021300,22017021300,1.0,1.0
668,4815 N. Assembly Street   Spokane WA 99205,47.70193154,-117.4755833,53063000900,53063000900,1.0,1.0
672,10 Calle Casia   San Juan PR 00921,18.390686,-66.079235,,72127008400,,1.0
673,13000 Bruce B Downs Blvd.   Tampa FL 33612,28.0646923,-82.42623717,12057010814,12057010814,1.0,1.0
671,7400 Merton Minter Blvd.   San Antonio TX 78229,29.50848764,-98.58089701,48029181402,48029181402,1.0,1.0
674,1901 Veterans Memorial Drive   Temple TX 76504,31.0779884,-97.34916791,,48027020900,,1.0
675,5201 Raymond Street   Orlando FL 32803,28.57909012,-81.32026632,,12095018200,,1.0
676,500 East Veterans Street   Tomah WI 54660,44.00108649,-90.49398888,55081950600,55081950600,7.0,7.0
679,3701 Loop Road   Tuscaloosa AL 35404,33.19321615,-87.48825714,01125012303,01125012303,1.0,1.0
687,77 Wainwright Drive   Walla Walla WA 99362,46.05313057,-118.3552835,53071920600,53071920600,1.0,1.0
688,50 Irving Street NW   Washington DC 20422,38.93106282,-77.01083544,11001002302,11001002302,1.0,1.0
692,8495 Crater Lake Hwy.   White City OR 97503,42.43980049,-122.836388,,41029001301,,1.0
678,3601 South Sixth Avenue   Tucson AZ 85723,32.1811082,-110.968287,,04019002400,,1.0
689,950 Campbell Avenue   West Haven CT 06516,41.28436954,-72.95728125,09009361500,09009361500,1.1,1.1
693,1111 East End Boulevard   Wilkes-Barre PA 18711,41.24759563,-75.84127371,,42079215200,,1.0
691,11301 Wilshire Blvd.   West Los Angeles CA 90073,34.053336,-118.458098,,06037701100,,1.0
740,2601 Veterans Drive   Harlingen TX 78550,26.17707245,-97.66438234,48061011302,48061011302,1.1,1.1
756,5001 N. Piedras Street   El Paso TX 79930,31.81888967,-106.4615139,48141010600,48141010600,1.0,1.0
757,420 N James Road   Columbus OH 43219,39.98024278,-82.91239555,39049009210,39049002710,1.0,1.0
695,5000 W. National Avenue   Milwaukee WI 53295,43.01967111,-87.97611884,,55079186800,,1.0
402GA,163 Van Buren Road Suite 6  Caribou ME 04736,46.87957763,-68.01096008,23003951300,23003951300,7.0,7.0
402GB,50 Union Street   Calais ME 04619,45.18938945,-67.28065739,23029955500,23029955500,7.0,7.0
402GC,431 Franklin Street   Rumford ME 04276,44.55181331,-70.55735948,23017965600,23017965600,7.0,7.0
402GE,15 Challenger Drive   Lewiston ME 04240,44.067951,-70.185241,23001020600,23001020600,1.1,1.1
402GD,655 Main Street   Saco ME 04072,43.51453262,-70.42938386,23031005200,23031005200,1.0,1.0
402HB,35 State Hospital Street   Bangor ME 04401,44.81016155,-68.74929053,23019000300,23019000300,1.0,1.0
402HC,144 Fore Street Suite 200  Portland ME 04101,43.66120473,-70.24765697,23005000300,23005000300,1.0,1.0
402HL,     ,#N/A,#N/A,,,,
405GA,186 North Street   Bennington VT 05201,42.8812526,-73.19710059,,50003971200,,4.0
405GC,71 GSP Drive   Brattleboro VT 05301,42.83031882,-72.56761547,50025968500,50025968500,7.0,7.0
405HA,162 Hegeman Ave. Unit 100  Colchester VT 05446,44.50745006,-73.14687137,50007002200,50007002200,1.0,1.0
405HC01,141 Railroad Street   St. Johnsbury VT 5819,44.41457118,-72.01671867,,50005957400,,7.0
405HF,215 Stratton Road   Rutland VT 05701,43.60245219,-72.95597912,50021963300,50021963300,4.0,4.0
405HC,685 Meadow Street Suite 4  Littleton NH 03561,44.302716,-71.80410978,33009960100,33009960100,7.0,7.0
436GA,118 EAST 7TH STREET   ANACONDA MT 59711,46.12418795,-112.9536483,30023000300,30023000300,7.2,7.2
436GC,2687 Palmer Street Suite C  MISSOULA MT 59808,46.88702887,-114.0300918,30063000201,30063000201,1.0,1.0
436GD,300 NORTH WILSON SUITE 703G  BOZEMAN MT 59715,45.68209922,-111.0387398,30031000701,30031000701,4.0,4.0
436GH,2345 KING AVENUE WEST   BILLINGS MT 59102,45.75521411,-108.5741298,30111001702,30111001702,1.0,1.0
436GF,31  3 Mile Drive   Kalispell MT 59901,48.211538,-114.332875,30029000900,30029000900,4.0,4.0
436GI,630 2nd Avenue South Suite A  Glasgow MT 59230,48.19473529,-106.6386139,30105100500,30105100500,7.0,7.0
436GH01,1775 Spring Creek Lane   Billings MT 59102,45.73772229,-108.6059299,30111001704,30111001704,1.0,1.0
436GB,1417 9th Street S. Suite 200  GREAT FALLS MT 59405,47.4953123,-111.2824201,30013002200,30013000800,1.0,1.0
436GJ,210 South Winchester   Miles City MT 59301,46.4059995,-105.8304692,30017961600,30017961600,7.0,7.0
436GK,2000 Montana Ave.   Glendive MT 59330,47.12680028,-104.6899089,30021000300,30021000300,7.0,7.0
436GM,629 NE Main Street   Lewistown MT 59457,47.07014882,-109.4084758,30027030100,30027030200,8.0,7.0
437GA,700 West 6th Street   Grafton ND 58237,48.41799794,-97.42142898,38099958000,38099958000,7.0,7.0
437GB,2700 State Street Suite 5  Bismarck ND 58503,46.8361812,-100.7730598,38015011101,38015011101,1.0,1.0
436GL,8 Second Ave NE   Cut Bank MT 59427,48.63469036,-112.3302292,30035976000,30035976000,7.0,7.0
437GE,705 5th Street   Bemidji MN 56601,47.47269922,-94.8886048,27007450600,27007450600,4.0,4.0
437GD,10 Missile Avenue   Minot ND 58705,48.41848926,-101.3215831,,38101010900,,7.2
437GC,1839 North Park Street   Fergus Falls MN 56537,46.3018986,-96.07630767,27111960900,27111960900,4.0,4.0
437GF,205 Main Street   Williston ND 58801,48.14554761,-103.6217437,38105954100,38105954100,4.0,4.0
437GI,3221 32nd Ave South   Grand Forks ND 58201,47.88945817,-97.07475085,38035011700,38035010804,2.0,1.0
438GC,1551 Indian Hills Dr. Suite 206  Sioux City IA 51104,42.53282636,-96.38998008,19193000300,19193000300,1.0,1.0
438GA,1310 Lake Street   Spirit Lake IA 51360,43.4235384,-95.10983509,19059450500,19059450500,4.0,4.0
438GE,400 W Highway 46-50   Wagner SD 57380,43.08177355,-98.29766215,,46023940300,,10.0
438GD,2301 8th Ave NE Suite 225  Aberdeen SD 57401,45.4737413,-98.4555826,46013951300,46013951400,4.0,4.0
438GF,917 29th Street SE   Watertown SD 57201,44.889706,-97.06817597,46029954501,46029954501,4.0,4.0
442GD,2001 70th AVENUE Suite 200  Greeley CO 80634,40.40675895,-104.7929855,08123001407,08123001407,1.1,1.1
459GB,1285 Waianuenue Suite 211  Hilo HI 96720,19.71742218,-155.1135142,15001020802,15001020802,4.0,4.0
442HK,2360 East Pershing Boulevard   Cheyenne WY 82001,#N/A,#N/A,56021001401,,1.0,
459GA,203 Ho'ohana Street Suite 303  Kahului HI 96732,20.88698573,-156.4632236,15009031900,15009031900,1.0,1.0
459GF,Fiatele Teo Army Reserve Building   Pago Pago AS 96799,-14.278,-170.7025,,60010950600,,
442GC,2509 RESEARCH BLVD   FORT COLLINS CO 80526,40.55465964,-105.0866489,08069001111,08069001111,1.0,1.0
459GC,75-377 Hualalai Road   Kailua-Kona HI 96740,19.63136606,-155.9772501,15001021601,15001021601,4.0,4.0
459GE,498 Chalan Palasyo   Agana Heights GU 96910,13.46420229,144.7987993,,66010952700,,
442GB,1116  10th Avenue   Sidney NE 69162,41.14267528,-102.9767695,31033955000,31033955000,7.0,7.0
459GD,4485 Pahe e Street Suite 150  Lihue HI 96766,21.97018789,-159.3825869,15007040400,15007040400,4.0,4.0
460GA,15 Georgetown Plaza   Georgetown DE 19947,38.6798928,-75.39613045,10005050501,10005050501,9.0,9.0
460GC,1198 S. Governors Avenue Suites 201  Dover DE 19901,39.13875,-75.526604,,10001041500,,1.1
460HE,1909 New Road   Northfield NJ 08225,39.36867871,-74.56047566,34001012302,34001012402,1.0,1.0
460GD,1 Munro Avenue TRACEN Dispensary  Cape May NJ 08204,38.94675756,-74.888513,34009022000,34009022000,1.1,1.1
463GB,11312 Kenai Spur Highway Suite 39  Kenai AK 99611,60.55458332,-151.2555576,02122000600,02122000600,7.0,7.0
463GA,4076 Neeley Road Room 1J-101  Fort Wainwright AK 99703,64.82786268,-147.6908058,,02090001100,,1.0
501G2,624 University Ave.   Las Vegas NM 87701,35.59587891,-105.2160562,,35047957300,,4.1
463GC,865 N Seward Meridian Parkway Suite 105  Wasilla AK 99654,61.58998877,-149.3597015,02170001004,02170001004,4.1,4.1
460HG,1051 W Sherman Avenue Bldg 3 Unit B  Vineland NJ 08360,39.44702765,-75.04877154,34011041000,34011041000,1.1,1.1
501GB,1001 West Broadway Suite C   Farmington NM 87401,36.72853903,-108.2217845,35045000402,35045000402,1.0,1.0
501GD,520 State Hwy 564   Gallup NM 87301,35.50224433,-108.7383948,,35031945500,,4.0
501GC,1302 32nd Street   Silver City NM 88061,32.79549673,-108.2619292,35017964300,35017964300,4.0,4.0
501GH,1960 N Date Street   Truth or Consequences NM 87901,33.15097401,-107.2461572,35051962200,35051962200,7.0,7.0
501GA,1700 West Main Street   Artesia NM 88210,32.84227306,-104.4178702,35015001000,35015001000,4.0,4.0
501GI,3199 N White Sands Blvd Suite D10  Alamogordo NM 88310,32.92885596,-105.9618961,35035000500,35035000500,4.0,4.0
501GE,105 S.  Coronado Avenue Suite B  Espanola NM 87532,35.98624134,-106.084207,35039940700,35039940700,2.0,2.0
501GK,2213 Brothers Road Suite 600  Sante Fe NM 87505,35.65058324,-105.9525181,35049001102,35049001102,1.0,1.0
501GM,1760 Grande Blvd SE   Rio Rancho NM 87124,#N/A,#N/A,35043010719,,1.0,
501GJ,1970 E Third Ave. Suite 102  Durango CO 81301,37.28407566,-107.8743709,08067971000,08067971000,4.0,4.0
501HB,1275 South 2nd Street   Raton NM 87740,36.88002377,-104.4399066,35007950600,35007950500,7.0,7.0
502GB,2100 Jefferson Street Bldg B  Lafayette LA 70501,30.21394918,-92.00845617,22055002200,22055002200,1.0,1.0
502GA,1907 Johnson Street   Jennings LA 70546,30.23823412,-92.66141498,22053000500,22053000500,7.1,7.1
502GF,3353 University Parkway   Leesville LA 71446,31.12208197,-93.25358554,22115950600,22115950600,7.0,7.0
502GG,740 Keyser Ave   Natchitoches LA 71457,31.75306432,-93.07157168,22069000500,22069000500,4.0,4.0
503GB,190 West Park Ave Suite 8 Park View Professional Complex  DuBois PA 15801,41.12148329,-78.76275804,,42033330300,,4.0
503GC,3048 Enterprise Drive Ferguson Square Bldg #1  State College PA 16801,40.76496161,-77.8810572,,42027011501,,1.0
504BY,6104 Avenue Q South Drive   Lubbock TX 79412,33.54034309,-101.8478816,48303002204,48303002204,1.0,1.0
503GA,1425 Scalp Avenue Suite 29  Johnstown PA 15904,40.27156825,-78.85798972,42021013700,42021013700,1.0,1.0
504BZ,921 East Llano Estacado Blvd.   Clovis NM 88101,34.4337647,-103.1940616,35009000304,35009000304,4.0,4.0
506GA,1200 S. Detroit Avenue   Toledo OH 43614,41.61240624,-83.62166671,39095010200,39095006800,1.0,1.0
506GB,G2360 South Linden Rd   Flint MI 48532,42.99138167,-83.77242006,,26049010910,,1.1
508GA,1513 Cleveland Ave. Suite 300 Buggy Works Office Park  East Point GA 30344,33.6795136,-84.43869178,,13121011100,,1.0
506GC,4328 Page Avenue   Michigan Center MI 49254,42.23521021,-84.33559095,26075006100,26075006100,1.0,1.0
508GE,3931 Mundy Mill Road Suite C  Oakwood GA 30566,34.23415247,-83.87205595,13139001403,13139001403,1.1,1.1
504GA,1001 Highway 38 North PO Box 1030  Childress TX 79201,34.43874704,-100.22585,,48075950200,,7.1
508GF,2041 Mesa Valley Way Suite 185  Austell GA 30106,33.85466556,-84.61419447,13067031406,13067031406,1.0,1.0
508GG,175 Medical Blvd.   Stockbridge GA 30281,33.51191857,-84.22523193,13151070114,13151070114,1.0,1.0
508GH,1970 Riverside Parkway   Lawrenceville GA 30043,33.97113675,-84.03473431,13135050540,13135050540,1.0,1.0
508GI,39-A Oak Hill Court   Newnan GA 30265,33.40143669,-84.71059897,13077170306,13077170306,1.0,1.0
508GK,180 Martin Drive   Carrollton GA 30117,#N/A,#N/A,13045910300,,5.1,
509A0,1 Freedom Way   Augusta GA 30904,33.46844365,-82.02531008,13245001200,13245001200,1.0,1.0
512A5,"Circle Drive  Building 5H" "VAMC Perry Point  MD Division (512A5)"  Perry Point,MD,21902,,,,
508GJ,1294 Highway 515 East   Blairsville GA 30512,34.86873261,-83.97663219,13291000205,13291000205,10.1,10.1
509GB,951 Millbrook Avenue   Aiken SC 29803,33.52141279,-81.72010424,45003021203,45003021203,1.0,1.0
512GA,830 Chesapeake Drive   Cambridge MD 21613,38.55163055,-76.05537147,24019970702,24019970702,4.0,4.0
512GC,808 Landmark Drive Suite 128  Glen Burnie MD 21061,39.14824589,-76.64262199,24003740201,24003740201,1.1,1.1
512GD,3901 The Alameda   Baltimore MD 21218,39.33616753,-76.5974552,24510090200,24510090200,1.1,1.1
509GA,9249 Hwy 29 S.   Athens GA 30601,34.0282439,-83.3176552,,13195020500,,2.0
512GF,9600 North Point Road   Fort Howard MD 21052,39.203339,-76.445386,,24005451900,,1.1
515GA,5000 Hakes Drive   Muskegon MI 49441,43.23418459,-86.23988261,26121002500,26121000500,1.0,1.0
515BY,3019 Coit Street NE   Grand Rapids MI 49505,43.01790952,-85.65573923,26081000200,26081000200,1.0,1.0
515GB,2025 S Washington Avenue   Lansing MI 48910,42.71040649,-84.55367909,26065002300,26065002300,1.0,1.0
512GE,1701 Market Place Unit 211  Pocomoke City MD 21851,38.07581917,-75.56897084,24047951500,24047951500,7.1,7.1
516GA,5682 Bee Ridge Road Suite 100  Sarasota FL 34233,27.29878783,-82.45619932,12115001507,12115001507,1.0,1.0
515GC,115 Main Street   Benton Harbor MI 49022,42.11615998,-86.45520525,26021000400,26021000400,1.0,1.0
516GB,840 Dr. MLK Jr. Street North   St. Petersburg FL 33705,27.78063558,-82.64666673,,12103023500,,1.0
516BZ,3033 Winkler Extension   FT MYERS FL 33916,26.60465965,-81.84981,12071001201,12071001201,1.0,1.0
516GC,35209 US Hwy 19 North   Palm Harbor FL 34684,28.09210398,-82.73934046,,12103027316,,1.0
516GD,5520 SR 64   Bradenton FL 34208,27.49412957,-82.49278374,12081002011,12081002003,1.0,1.0
516GE,4161 Tamiami Trail Unit 4  Port Charlotte FL 33952,26.96891651,-82.08144283,12015021003,12015021003,1.1,1.1
516GH,3760 US Highway 27 South   Sebring FL 33870,27.465187,-81.43486694,,12055961200,,1.0
517GB,804 Industrial Park Road   Maxwelton WV 24957,37.86506624,-80.40820923,,54025950400,,8.0
518GD,130 Marshall Road   Lowell MA 01852,#N/A,#N/A,25017312200,,1.0,
518GA,225 Boston Street Suite 107  Lynn MA 01904,42.47023355,-70.95976112,25009205500,25009205500,1.0,1.0
518GC,59 Murdock Avenue   Winchendon MA 01475,42.68660158,-72.05241062,25027701100,25027701100,1.1,1.1
518GB,108 Merrimack Street   Haverhill MA 01830,42.77444721,-71.07921807,25009260100,25009260100,1.0,1.0
516GF,2685 Horseshoe Drive S. Suite 101  Naples FL 34104,26.16198183,-81.77391067,12021010401,12021010401,1.0,1.0
518GE,298 Washington Street   Gloucester MA 01930,42.62535761,-70.67919063,25009221800,25009221800,1.0,1.0
519GA,4241 N. Tanglewood   Odessa TX 79761,31.892351,-102.342129,,48135002503,,1.0
519GB,1601 N. Turner   Hobbs NM 88240,32.7156362,-103.1388077,35025000600,35025000600,4.0,4.0
519HC,3850 Ridgemont Drive   Abilene TX 79606,32.40480556,-99.76600799,48441012801,48441012801,1.0,1.0
519GD,387 W IH 10   Ft. Stockton TX 79735,30.90635741,-102.8820297,,48371950300,,7.0
519HF,2018 Pulliam   San Angelo TX 79605,31.470811,-100.404995,,48451000300,,1.0
520GA,1504 Springhill Avenue   Mobile AL 36604,30.69242447,-88.07279814,,01097000901,,1.0
520BZ,790 Veterans Way   Pensacola FL 32507,30.40046435,-87.29285026,12033002804,12033002804,1.0,1.0
519HD,1601 Columbia Street   Stamford TX 79553,32.92835673,-99.78504563,48253020400,48253020400,7.1,7.1
520GC,100 Veterans Way   Eglin AFB FL 32542,30.46209188,-86.55395836,,12091021400,,1.0
520GB,101 Vernon Avenue Bld 387  Panama City Beach FL 32407,30.17663474,-85.7599193,12005002601,12005002601,1.0,1.0
521GA,301 Governor's Drive SW   Huntsville AL 35801,34.71998422,-86.58379066,01089002000,01089003100,1.0,1.0
